	220823_01_WF_RNA_GV_totalRNA_WT_W5_rep1	220823_02_WF_RNA_GV_totalRNA_WT_W5_rep2	220823_03_WF_RNA_GV_totalRNA_WT_W5_rep3	220823_10_WF_RNA_GV_totalRNA_Mll34KO_W5_rep1	220823_11_WF_RNA_GV_totalRNA_Mll34KO_W5_rep2	220823_12_WF_RNA_GV_totalRNA_Mll34KO_W5_rep3
ENSMUSG00000003135.15	1724	1129	1849	2068	1882	1744
ENSMUSG00000003153.10	1	1	4	0	4	3
ENSMUSG00000003154.15	163	87	221	104	135	117
ENSMUSG00000003161.15	41	41	75	47	34	45
ENSMUSG00000003166.20	201	170	332	337	315	234
ENSMUSG00000003184.15	67	53	117	139	107	82
ENSMUSG00000003190.12	29	14	26	26	25	14
ENSMUSG00000003198.10	46	33	54	101	89	114
ENSMUSG00000003199.16	87	77	194	134	99	70
ENSMUSG00000003200.10	482	366	749	633	613	442
ENSMUSG00000003206.7	4	5	5	9	14	2
ENSMUSG00000003208.9	95	101	169	154	138	99
ENSMUSG00000003226.7	1914	1312	2778	2527	2126	1876
ENSMUSG00000003227.4	20	33	87	44	28	17
ENSMUSG00000003228.8	201	216	457	485	377	309
ENSMUSG00000003233.12	830	711	1346	891	819	678
ENSMUSG00000003234.16	2408	2105	4344	2833	2416	2035
ENSMUSG00000003235.13	128	98	216	161	120	100
ENSMUSG00000003269.17	521	471	1190	655	559	471
ENSMUSG00000003271.17	12	5	6	12	15	17
ENSMUSG00000003273.14	7	3	0	23	20	28
ENSMUSG00000003279.17	65	40	83	44	50	35
ENSMUSG00000003282.9	612	381	777	720	621	542
ENSMUSG00000003283.14	12	8	10	1	2	1
ENSMUSG00000003299.10	227	170	263	315	292	264
ENSMUSG00000003308.15	91	66	120	180	167	130
ENSMUSG00000003309.14	560	409	629	669	633	505
ENSMUSG00000003316.14	533	405	874	472	396	326
ENSMUSG00000003341.9	0	1	0	0	0	0
ENSMUSG00000003344.14	378	313	479	621	530	403
ENSMUSG00000003345.16	442	384	740	696	578	475
ENSMUSG00000003346.14	181	110	215	192	188	152
ENSMUSG00000003348.10	87	51	108	76	72	53
ENSMUSG00000003352.14	174	132	243	370	306	242
ENSMUSG00000003354.6	25	34	62	72	66	50
ENSMUSG00000003355.7	6	1	3	4	4	8
ENSMUSG00000003360.15	348	313	704	480	406	300
ENSMUSG00000003363.15	225	153	266	195	178	125
ENSMUSG00000003378.9	45	44	58	16	10	20
ENSMUSG00000003379.7	0	0	0	0	0	0
ENSMUSG00000003380.11	97	65	87	153	128	109
ENSMUSG00000003382.18	6	7	19	23	21	12
ENSMUSG00000003402.14	177	171	438	373	301	240
ENSMUSG00000003410.8	762	724	1518	636	667	543
ENSMUSG00000003411.10	250	201	363	153	142	140
ENSMUSG00000003418.11	92	63	134	15	22	23
ENSMUSG00000003420.8	1	1	2	4	1	1
ENSMUSG00000003421.13	457	372	729	665	601	560
ENSMUSG00000003423.15	68	50	72	68	62	50
ENSMUSG00000003429.11	390	270	435	429	452	397
ENSMUSG00000003435.9	879	883	1786	1284	1050	836
ENSMUSG00000003436.11	52	25	67	29	30	33
ENSMUSG00000003437.14	559	583	1328	883	792	654
ENSMUSG00000003438.17	164	124	204	162	169	157
ENSMUSG00000003444.8	143	97	149	127	93	113
ENSMUSG00000003452.15	34	4	22	25	12	17
ENSMUSG00000003458.12	350	310	529	541	403	344
ENSMUSG00000003464.13	348	245	595	382	359	286
ENSMUSG00000003469.9	0	0	0	0	0	0
ENSMUSG00000003476.16	0	0	0	0	1	0
ENSMUSG00000003477.5	0	0	0	0	0	0
ENSMUSG00000003484.4	0	0	0	0	0	0
ENSMUSG00000003500.13	17	19	14	16	11	6
ENSMUSG00000003505.15	0	0	0	0	0	0
ENSMUSG00000003518.13	6	1	2	3	3	1
ENSMUSG00000003526.12	244	242	516	384	351	272
ENSMUSG00000003527.9	550	427	801	761	666	568
ENSMUSG00000003528.15	154	122	183	241	254	191
ENSMUSG00000003531.15	165	120	239	215	153	140
ENSMUSG00000003534.17	209	130	220	269	243	184
ENSMUSG00000003541.6	3	0	0	0	1	1
ENSMUSG00000003545.3	87	24	51	39	48	15
ENSMUSG00000003546.10	46	34	98	136	136	84
ENSMUSG00000003549.9	40	24	30	44	40	21
ENSMUSG00000003555.7	7	3	5	1	1	1
ENSMUSG00000003559.7	18	8	18	10	15	12
ENSMUSG00000003573.15	1	1	4	2	2	1
ENSMUSG00000003575.13	246	169	353	191	213	155
ENSMUSG00000003581.14	111	71	153	141	150	106
ENSMUSG00000003585.13	41	33	50	30	37	19
ENSMUSG00000003604.14	967	827	1620	1436	1210	964
ENSMUSG00000003617.16	0	0	0	2	0	0
ENSMUSG00000003623.4	95	82	142	122	83	85
ENSMUSG00000003644.17	145	109	214	167	143	110
ENSMUSG00000003657.9	4	2	8	6	5	4
ENSMUSG00000003660.10	1874	1462	2848	2782	2470	2005
ENSMUSG00000003662.10	414	363	630	637	613	497
ENSMUSG00000003665.7	0	0	0	0	0	0
ENSMUSG00000003680.15	271	168	308	207	192	179
ENSMUSG00000003721.14	40	19	41	49	38	22
ENSMUSG00000003731.13	867	748	1510	906	821	691
ENSMUSG00000003746.16	87	60	102	63	32	50
ENSMUSG00000003752.9	1	3	2	2	5	3
ENSMUSG00000003762.13	29	23	50	53	39	33
ENSMUSG00000003778.14	441	334	732	582	429	360
ENSMUSG00000003779.15	1347	1030	1937	1879	1656	1545
ENSMUSG00000003808.18	223	203	412	345	308	252
ENSMUSG00000003809.14	69	56	131	134	109	89
ENSMUSG00000003810.12	1283	1105	2136	1421	1185	909
ENSMUSG00000003812.13	12	1	2	1	2	3
ENSMUSG00000003813.15	30	23	43	38	45	22
ENSMUSG00000003814.8	4812	4250	9002	7960	6601	5702
ENSMUSG00000003824.12	2266	1935	3829	2592	2308	2051
ENSMUSG00000003847.16	189	131	304	348	313	224
ENSMUSG00000003848.14	34	20	40	55	52	55
ENSMUSG00000003849.8	11	12	10	2	0	0
ENSMUSG00000003863.18	2	1	5	9	2	0
ENSMUSG00000003865.16	738	573	1091	914	836	698
ENSMUSG00000003868.14	778	662	1257	1001	861	723
ENSMUSG00000003872.9	10	8	8	20	28	15
ENSMUSG00000003873.11	34	18	36	39	25	21
ENSMUSG00000003882.5	0	0	0	2	1	1
ENSMUSG00000003923.14	316	304	631	584	510	353
ENSMUSG00000003929.10	229	164	272	250	227	183
ENSMUSG00000003934.5	1	0	0	2	1	2
ENSMUSG00000003948.17	19	10	17	10	11	17
ENSMUSG00000003949.16	6	7	22	88	86	33
ENSMUSG00000003955.8	525	408	718	548	510	425
ENSMUSG00000003970.9	616	436	935	723	624	553
ENSMUSG00000003974.6	1	0	0	0	0	0
ENSMUSG00000003992.15	212	141	284	105	112	90
ENSMUSG00000004018.9	83	46	109	77	61	72
ENSMUSG00000004031.13	14	46	61	658	483	454
ENSMUSG00000004032.10	503	327	552	114	68	82
ENSMUSG00000004035.12	1	0	3	0	0	1
ENSMUSG00000004038.9	0	0	0	0	0	0
ENSMUSG00000004040.16	1210	1054	2325	1730	1476	1209
ENSMUSG00000004043.14	87	42	78	101	77	96
ENSMUSG00000004044.9	49	34	71	97	81	59
ENSMUSG00000004054.8	354	198	432	334	364	246
ENSMUSG00000004056.15	265	231	460	442	370	304
ENSMUSG00000004069.17	672	433	819	607	543	489
ENSMUSG00000004070.15	243	203	459	353	286	255
ENSMUSG00000004071.13	269	176	326	199	200	167
ENSMUSG00000004085.14	200	238	338	303	259	218
ENSMUSG00000004096.9	687	573	1126	868	658	579
ENSMUSG00000004098.7	0	0	0	0	1	0
ENSMUSG00000004099.16	33108	32731	64586	44007	35241	26129
ENSMUSG00000004100.12	627	498	930	849	711	666
ENSMUSG00000004105.8	164	113	213	229	188	165
ENSMUSG00000004110.16	32	25	38	21	17	15
ENSMUSG00000004113.18	7	4	17	0	4	3
ENSMUSG00000004127.12	60	41	58	56	52	50
ENSMUSG00000004151.17	152	145	235	194	149	172
ENSMUSG00000004187.11	4	2	3	9	1	1
ENSMUSG00000004207.14	315	211	395	424	370	293
ENSMUSG00000004231.15	110	81	155	147	139	118
ENSMUSG00000004233.14	49	25	50	63	51	37
ENSMUSG00000004263.15	8	1	9	7	4	8
ENSMUSG00000004264.17	689	552	1026	1124	877	794
ENSMUSG00000004266.15	283	157	388	372	298	277
ENSMUSG00000004267.16	0	0	0	0	0	0
ENSMUSG00000004268.11	493	360	670	625	515	382
ENSMUSG00000004270.13	9	10	14	8	5	7
ENSMUSG00000004285.12	193	102	151	156	147	106
ENSMUSG00000004296.14	3	0	4	1	0	1
ENSMUSG00000004319.15	487	365	872	366	269	234
ENSMUSG00000004328.15	127	99	160	34	35	26
ENSMUSG00000004341.8	123	64	97	246	169	179
ENSMUSG00000004344.12	0	0	0	0	0	0
ENSMUSG00000004347.16	169	171	322	250	263	205
ENSMUSG00000004356.8	2577	2244	4041	2899	2478	2318
ENSMUSG00000004359.16	0	3	2	10	4	3
ENSMUSG00000004360.9	0	0	0	0	2	0
ENSMUSG00000004364.14	1244	1165	2404	1511	1254	1036
ENSMUSG00000004366.4	0	0	0	0	0	0
ENSMUSG00000004371.14	1	3	2	7	1	2
ENSMUSG00000004383.18	90	88	107	116	67	74
ENSMUSG00000004393.10	352	243	394	362	385	356
ENSMUSG00000004394.12	39	21	21	20	22	8
ENSMUSG00000004415.15	1	0	0	5	3	3
ENSMUSG00000004446.12	13	5	8	20	18	28
ENSMUSG00000004451.14	7	3	9	11	5	7
ENSMUSG00000004455.16	206	142	265	295	232	192
ENSMUSG00000004460.17	878	753	1713	1003	791	636
ENSMUSG00000004462.7	326	240	477	339	322	303
ENSMUSG00000004473.10	7	2	4	2	1	6
ENSMUSG00000004500.9	4	0	1	3	0	0
ENSMUSG00000004508.6	686	396	814	421	387	513
ENSMUSG00000004530.12	333	304	588	355	396	217
ENSMUSG00000004535.12	3892	3531	7659	3774	3181	2864
ENSMUSG00000004540.7	198	135	246	38	31	40
ENSMUSG00000004542.15	0	0	0	0	0	0
ENSMUSG00000004552.16	1	0	0	1	0	0
ENSMUSG00000004558.15	3	2	2	2	0	3
ENSMUSG00000004561.14	45	33	45	70	34	41
ENSMUSG00000004562.16	12	6	7	16	13	8
ENSMUSG00000004565.15	261	191	302	222	256	209
ENSMUSG00000004567.16	216	180	290	240	217	162
ENSMUSG00000004568.12	554	531	1077	177	217	115
ENSMUSG00000004591.16	2372	1911	3978	4078	3485	3031
ENSMUSG00000004609.11	0	0	0	2	0	1
ENSMUSG00000004610.4	12	5	9	24	7	6
ENSMUSG00000004612.9	0	0	0	0	0	0
ENSMUSG00000004626.14	134	93	211	178	109	117
ENSMUSG00000004630.18	0	0	0	0	0	0
ENSMUSG00000004631.15	5	6	5	11	1	4
ENSMUSG00000004633.17	315	180	411	256	248	204
ENSMUSG00000004637.15	112	87	201	96	121	90
ENSMUSG00000004642.13	6214	5156	9168	8531	7378	5984
ENSMUSG00000004651.6	1	4	0	4	3	2
ENSMUSG00000004654.6	0	0	0	1	0	0
ENSMUSG00000004655.5	5	2	6	4	6	5
ENSMUSG00000004661.15	389	174	317	219	240	165
ENSMUSG00000004665.10	0	2	0	3	1	1
ENSMUSG00000004667.18	203	184	366	299	231	204
ENSMUSG00000004668.14	1040	732	1394	1170	963	895
ENSMUSG00000004677.17	617	503	1025	1026	948	804
ENSMUSG00000004698.10	178	172	308	206	166	163
ENSMUSG00000004707.14	0	0	0	0	0	0
ENSMUSG00000004709.14	21	10	27	6	1	4
ENSMUSG00000004730.15	0	0	0	4	2	2
ENSMUSG00000004748.5	2	0	2	2	2	1
ENSMUSG00000004768.14	597	471	887	921	694	655
ENSMUSG00000004771.12	1029	866	1470	1264	961	927
ENSMUSG00000004788.11	147	143	231	209	169	164
ENSMUSG00000004789.10	1222	1164	2274	1708	1490	1135
ENSMUSG00000004791.7	0	0	0	0	0	0
ENSMUSG00000004798.14	203	131	199	217	187	185
ENSMUSG00000004814.10	0	0	0	2	2	1
ENSMUSG00000004815.12	5	0	5	3	7	6
ENSMUSG00000004821.1	0	0	0	0	0	0
ENSMUSG00000004837.2	0	0	0	0	0	0
ENSMUSG00000004842.18	0	0	0	0	0	0
ENSMUSG00000004843.7	146	173	309	258	227	154
ENSMUSG00000004846.10	21	10	14	27	21	20
ENSMUSG00000004849.14	83	48	98	72	68	40
ENSMUSG00000004864.13	10	11	13	16	14	9
ENSMUSG00000004865.16	4216	4004	7656	6020	5022	4500
ENSMUSG00000004872.15	3	5	14	4	1	0
ENSMUSG00000004880.11	3422	2387	4397	4542	4118	3439
ENSMUSG00000004885.5	655	471	819	1008	881	986
ENSMUSG00000004891.16	82	41	178	185	249	120
ENSMUSG00000004892.13	1	1	1	0	1	0
ENSMUSG00000004894.10	0	2	0	1	0	0
ENSMUSG00000004895.9	140	111	170	266	262	195
ENSMUSG00000004896.16	41	28	42	89	70	46
ENSMUSG00000004897.16	516	494	1060	886	701	606
ENSMUSG00000004902.7	0	0	2	2	0	0
ENSMUSG00000004929.12	668	544	966	781	727	590
ENSMUSG00000004931.11	44	29	30	45	37	27
ENSMUSG00000004933.17	10	3	2	6	6	4
ENSMUSG00000004934.14	971	802	1400	1333	1195	1054
ENSMUSG00000004936.8	1353	1081	1941	1672	1449	1292
ENSMUSG00000004937.6	654	411	795	727	645	571
ENSMUSG00000004939.7	0	0	0	0	0	0
ENSMUSG00000004945.15	53	38	57	91	68	102
ENSMUSG00000004947.15	3267	2278	4227	4289	3737	3304
ENSMUSG00000004948.12	6549	4867	8727	7258	6889	5531
ENSMUSG00000004951.10	23	10	17	112	55	35
ENSMUSG00000004952.13	960	652	999	1454	1375	1145
ENSMUSG00000004961.7	22	21	46	37	41	19
ENSMUSG00000004980.16	1721	1355	2932	2011	1501	1457
ENSMUSG00000004988.9	0	0	0	3	3	0
ENSMUSG00000004994.12	808	677	1268	922	820	725
ENSMUSG00000004996.9	4	7	14	20	15	17
ENSMUSG00000005034.15	165	142	242	172	162	145
ENSMUSG00000005043.13	12	10	10	7	2	3
ENSMUSG00000005045.16	312	273	537	282	205	171
ENSMUSG00000005054.7	5	11	22	9	9	19
ENSMUSG00000005057.13	6	1	8	8	5	5
ENSMUSG00000005069.12	219	148	341	324	332	217
ENSMUSG00000005078.16	219	122	202	295	236	239
ENSMUSG00000005087.17	0	0	2	1	0	0
ENSMUSG00000005089.15	0	0	1	0	0	0
ENSMUSG00000005102.13	1007	896	1572	1242	1147	940
ENSMUSG00000005103.12	1256	1051	2218	1826	1650	1474
ENSMUSG00000005107.13	50	13	40	27	9	28
ENSMUSG00000005124.10	6	2	14	1	0	0
ENSMUSG00000005125.13	2	0	0	1	6	1
ENSMUSG00000005131.4	353	305	565	266	258	208
ENSMUSG00000005142.10	26	20	21	17	9	14
ENSMUSG00000005148.8	1	1	3	1	1	0
ENSMUSG00000005150.16	9	13	23	15	11	21
ENSMUSG00000005161.15	1891	1421	2379	2433	2081	1827
ENSMUSG00000005198.15	811	553	1071	1470	1518	1191
ENSMUSG00000005202.2	3	1	2	1	0	1
ENSMUSG00000005204.12	608	483	1075	750	692	614
ENSMUSG00000005220.10	9	4	19	24	22	11
ENSMUSG00000005225.15	2289	1909	3804	2305	2115	1799
ENSMUSG00000005232.11	1	0	0	1	1	1
ENSMUSG00000005233.16	903	710	1506	885	767	719
ENSMUSG00000005237.14	185	124	210	44	34	37
ENSMUSG00000005251.15	14	14	24	40	29	18
ENSMUSG00000005262.13	110	84	126	169	138	86
ENSMUSG00000005267.13	0	0	2	0	0	1
ENSMUSG00000005268.20	517	500	853	163	134	148
ENSMUSG00000005299.6	420	410	973	657	517	406
ENSMUSG00000005312.15	4144	3271	5808	5088	4474	3750
ENSMUSG00000005320.9	1	0	4	0	1	0
ENSMUSG00000005338.13	0	0	0	1	0	0
ENSMUSG00000005339.10	0	0	0	0	0	0
ENSMUSG00000005354.16	647	416	727	722	617	595
ENSMUSG00000005355.9	0	0	0	0	1	0
ENSMUSG00000005357.9	1	0	0	0	0	0
ENSMUSG00000005360.14	4	2	6	2	0	4
ENSMUSG00000005362.14	549	448	969	598	511	426
ENSMUSG00000005364.11	0	1	1	0	0	0
ENSMUSG00000005370.3	2342	2356	5324	3173	2497	2034
ENSMUSG00000005371.14	3048	2449	5100	3396	2791	2602
ENSMUSG00000005373.13	412	284	610	475	416	417
ENSMUSG00000005374.13	45	37	58	62	38	38
ENSMUSG00000005378.17	93	54	114	112	103	82
ENSMUSG00000005397.8	34	17	32	23	19	24
ENSMUSG00000005410.6	900	778	1492	1407	1213	1000
ENSMUSG00000005413.8	5	7	7	30	27	22
ENSMUSG00000005417.17	2103	2181	4453	2692	2266	1893
ENSMUSG00000005442.13	1959	1532	2859	2812	2554	1920
ENSMUSG00000005447.12	62	43	101	85	63	48
ENSMUSG00000005465.9	3	0	0	0	0	1
ENSMUSG00000005469.10	255	172	295	255	259	195
ENSMUSG00000005470.8	546	387	679	675	566	559
ENSMUSG00000005474.9	2	0	0	2	0	0
ENSMUSG00000005481.18	358	256	464	457	403	265
ENSMUSG00000005483.10	1345	995	2128	1352	1347	1030
ENSMUSG00000005493.15	451	309	548	413	327	341
ENSMUSG00000005501.14	37	32	46	46	36	38
ENSMUSG00000005503.8	230	180	284	479	437	297
ENSMUSG00000005505.12	180	117	251	325	277	216
ENSMUSG00000005506.16	1410	1022	2040	1844	1532	1488
ENSMUSG00000005510.9	136	102	178	165	132	107
ENSMUSG00000005514.14	413	292	643	494	493	366
ENSMUSG00000005533.10	625	368	778	279	223	293
ENSMUSG00000005534.10	117	88	170	32	33	45
ENSMUSG00000005540.10	0	0	0	0	1	0
ENSMUSG00000005547.14	0	0	0	1	2	1
ENSMUSG00000005553.14	16	5	14	45	51	33
ENSMUSG00000005566.14	1805	1444	2764	3014	2605	2077
ENSMUSG00000005575.16	143	120	184	169	155	112
ENSMUSG00000005580.11	381	350	720	689	644	541
ENSMUSG00000005583.16	5	5	8	9	0	5
ENSMUSG00000005609.16	474	448	884	615	557	468
ENSMUSG00000005610.17	4769	3467	6910	6047	4937	4559
ENSMUSG00000005611.15	128	89	146	195	186	133
ENSMUSG00000005615.15	1022	922	1691	1296	1164	1031
ENSMUSG00000005621.11	4191	3399	6297	4563	3560	3150
ENSMUSG00000005625.15	2439	2303	4735	2956	2473	2304
ENSMUSG00000005628.12	8	12	16	0	0	0
ENSMUSG00000005640.11	0	2	0	0	0	0
ENSMUSG00000005649.17	0	2	3	2	0	0
ENSMUSG00000005656.9	774	570	1136	768	658	608
ENSMUSG00000005667.8	1373	1085	1887	1472	1177	1078
ENSMUSG00000005672.12	4276	3383	6542	5070	4236	3626
ENSMUSG00000005674.9	4	2	5	4	1	4
ENSMUSG00000005677.14	1	0	0	0	0	0
ENSMUSG00000005681.12	0	0	0	0	0	1
ENSMUSG00000005682.9	1221	1014	1918	1664	1383	1260
ENSMUSG00000005683.8	1614	1321	2204	1813	1648	1373
ENSMUSG00000005686.17	746	461	858	1029	1080	839
ENSMUSG00000005687.14	132	120	218	254	210	162
ENSMUSG00000005698.15	1360	1137	2396	2229	1742	1365
ENSMUSG00000005699.16	103	72	134	124	124	106
ENSMUSG00000005705.10	1	1	3	0	0	0
ENSMUSG00000005716.16	0	0	0	0	0	0
ENSMUSG00000005718.8	73	58	123	351	295	239
ENSMUSG00000005732.14	242	226	505	288	251	220
ENSMUSG00000005763.15	1	2	4	2	3	4
ENSMUSG00000005774.12	921	703	1413	853	812	620
ENSMUSG00000005779.12	336	279	441	412	357	266
ENSMUSG00000005800.3	0	0	0	0	0	0
ENSMUSG00000005802.12	1214	843	1515	1275	1179	1025
ENSMUSG00000005803.14	4	8	7	6	6	10
ENSMUSG00000005804.14	28	12	30	18	43	23
ENSMUSG00000005813.12	134	126	199	133	142	111
ENSMUSG00000005823.9	150	102	177	213	192	167
ENSMUSG00000005824.7	0	0	0	0	0	0
ENSMUSG00000005836.9	17	5	11	21	9	8
ENSMUSG00000005846.12	4744	3532	6885	5326	4466	4169
ENSMUSG00000005871.14	3838	3345	6964	4304	3669	3200
ENSMUSG00000005873.5	365	232	386	232	233	170
ENSMUSG00000005881.13	360	247	499	325	313	238
ENSMUSG00000005882.18	579	425	805	592	479	447
ENSMUSG00000005883.15	0	0	0	0	0	0
ENSMUSG00000005886.14	1771	1409	2690	1912	1736	1252
ENSMUSG00000005891.7	0	0	0	0	1	0
ENSMUSG00000005892.4	5	5	10	3	5	3
ENSMUSG00000005893.14	188	128	229	148	114	123
ENSMUSG00000005897.14	93	89	164	189	142	139
ENSMUSG00000005899.14	324	254	462	506	376	348
ENSMUSG00000005907.14	726	547	966	758	663	653
ENSMUSG00000005917.15	75	62	126	72	90	97
ENSMUSG00000005936.19	405	330	722	764	601	512
ENSMUSG00000005947.11	1	4	5	16	15	10
ENSMUSG00000005949.9	150	77	134	199	185	194
ENSMUSG00000005950.14	3	0	1	0	0	0
ENSMUSG00000005951.13	4	3	2	3	1	6
ENSMUSG00000005952.15	0	1	0	0	0	1
ENSMUSG00000005958.15	2	2	0	3	7	0
ENSMUSG00000005968.14	78	43	108	97	98	37
ENSMUSG00000005973.6	34	12	9	25	15	18
ENSMUSG00000005980.15	0	0	0	0	0	0
ENSMUSG00000005981.11	687	448	845	828	678	540
ENSMUSG00000005982.13	219	124	252	322	297	277
ENSMUSG00000005983.15	4	0	2	2	0	1
ENSMUSG00000005986.15	14	5	13	17	15	7
ENSMUSG00000005994.14	0	0	0	0	0	0
ENSMUSG00000006005.18	3354	2788	6326	3632	3043	2651
ENSMUSG00000006007.14	0	0	0	0	0	0
ENSMUSG00000006010.14	132	112	239	161	147	141
ENSMUSG00000006014.16	87	71	136	11	2	3
ENSMUSG00000006019.15	107	107	165	149	116	106
ENSMUSG00000006021.5	14	6	23	14	11	11
ENSMUSG00000006024.13	231	173	243	246	215	193
ENSMUSG00000006050.11	104	64	104	85	92	86
ENSMUSG00000006056.13	0	1	1	0	0	0
ENSMUSG00000006057.15	181	137	216	229	232	242
ENSMUSG00000006058.10	83	88	171	158	148	90
ENSMUSG00000006095.12	282	233	344	373	278	214
ENSMUSG00000006127.9	164	92	220	123	124	120
ENSMUSG00000006134.4	444	317	664	631	587	469
ENSMUSG00000006143.12	41	18	40	44	39	23
ENSMUSG00000006154.13	10	0	1	0	1	6
ENSMUSG00000006169.19	1622	1448	3031	1911	1595	1371
ENSMUSG00000006179.9	0	0	0	0	0	1
ENSMUSG00000006191.17	189	150	350	282	257	207
ENSMUSG00000006204.6	1	0	2	0	0	1
ENSMUSG00000006205.13	393	239	471	340	192	224
ENSMUSG00000006215.12	99	101	219	158	132	51
ENSMUSG00000006216.10	0	0	0	0	0	0
ENSMUSG00000006218.4	0	0	0	0	0	0
ENSMUSG00000006219.12	0	1	0	0	1	0
ENSMUSG00000006221.7	0	0	0	0	0	0
ENSMUSG00000006235.6	0	0	0	0	1	0
ENSMUSG00000006241.16	0	0	0	4	0	1
ENSMUSG00000006262.15	830	640	1205	596	569	462
ENSMUSG00000006269.7	34	8	21	16	5	14
ENSMUSG00000006270.7	0	0	0	0	0	0
ENSMUSG00000006273.14	1084	841	1478	1469	1343	1044
ENSMUSG00000006276.10	1927	1533	3196	2287	1991	1761
ENSMUSG00000006281.8	111	97	149	75	80	71
ENSMUSG00000006288.8	177	175	315	283	232	161
ENSMUSG00000006289.14	27	15	21	24	29	13
ENSMUSG00000006299.13	242	217	483	406	388	288
ENSMUSG00000006301.17	611	357	702	606	523	435
ENSMUSG00000006304.14	574	460	1015	556	419	423
ENSMUSG00000006307.16	2002	1744	3694	2703	2353	1820
ENSMUSG00000006310.10	59	37	54	6	12	15
ENSMUSG00000006311.8	0	0	0	0	0	0
ENSMUSG00000006313.5	2	3	6	6	0	0
ENSMUSG00000006315.9	53	39	37	87	83	84
ENSMUSG00000006333.14	526	295	630	637	558	553
ENSMUSG00000006335.16	377	358	714	530	404	304
ENSMUSG00000006342.15	1	0	3	0	0	6
ENSMUSG00000006344.17	2	0	0	0	0	2
ENSMUSG00000006345.10	87	52	111	138	84	63
ENSMUSG00000006356.10	41	33	61	35	24	16
ENSMUSG00000006360.11	0	1	0	0	0	0
ENSMUSG00000006362.16	481	194	367	612	623	628
ENSMUSG00000006369.14	48	14	23	40	35	33
ENSMUSG00000006378.15	31	25	30	49	44	25
ENSMUSG00000006386.15	190	149	322	134	106	78
ENSMUSG00000006389.13	0	0	0	0	0	0
ENSMUSG00000006390.15	243	169	275	172	185	170
ENSMUSG00000006392.16	449	422	851	488	353	361
ENSMUSG00000006395.16	5	4	6	4	6	7
ENSMUSG00000006398.15	306	247	396	369	378	320
ENSMUSG00000006403.13	77	18	40	17	22	16
ENSMUSG00000006411.12	0	0	3	0	0	0
ENSMUSG00000006412.10	158	100	294	195	116	101
ENSMUSG00000006418.17	3142	2149	3679	3766	3503	3153
ENSMUSG00000006435.15	6	4	5	4	8	3
ENSMUSG00000006442.10	153	137	212	201	183	138
ENSMUSG00000006445.3	6	6	2	9	7	5
ENSMUSG00000006456.10	130	74	140	169	153	138
ENSMUSG00000006457.3	328	339	572	579	493	357
ENSMUSG00000006462.6	0	0	0	0	1	0
ENSMUSG00000006463.13	587	574	1224	850	732	612
ENSMUSG00000006464.8	14	4	5	6	8	8
ENSMUSG00000006469.13	0	0	0	0	0	0
ENSMUSG00000006471.18	26	16	39	33	30	23
ENSMUSG00000006476.19	7	1	6	4	7	7
ENSMUSG00000006488.17	0	0	0	0	0	0
ENSMUSG00000006490.3	0	0	0	0	1	1
ENSMUSG00000006494.11	279	223	442	362	304	352
ENSMUSG00000006498.16	1962	1495	2631	2538	2264	1991
ENSMUSG00000006517.5	26	21	45	56	37	30
ENSMUSG00000006519.11	4	0	1	2	0	3
ENSMUSG00000006522.17	1	5	5	0	0	0
ENSMUSG00000006526.13	63	22	69	45	66	44
ENSMUSG00000006527.16	6909	5302	10350	9041	7538	6846
ENSMUSG00000006529.16	0	0	0	0	0	0
ENSMUSG00000006538.12	26	3	5	12	4	22
ENSMUSG00000006542.13	0	0	0	1	0	0
ENSMUSG00000006546.3	2	0	1	2	0	0
ENSMUSG00000006567.11	7	5	7	8	9	9
ENSMUSG00000006570.3	0	0	0	0	0	0
ENSMUSG00000006574.15	0	2	1	1	1	2
ENSMUSG00000006575.14	0	5	2	1	3	1
ENSMUSG00000006576.16	4	0	5	4	4	8
ENSMUSG00000006585.3	1197	879	1548	1337	1261	1051
ENSMUSG00000006586.15	989	1071	2074	1466	1102	932
ENSMUSG00000006587.6	114	70	133	162	142	132
ENSMUSG00000006589.8	45	31	43	38	32	25
ENSMUSG00000006599.13	717	666	1372	937	724	676
ENSMUSG00000006611.15	3	0	1	1	2	0
ENSMUSG00000006638.14	3	1	0	2	4	6
ENSMUSG00000006641.12	32	22	41	81	50	55
ENSMUSG00000006642.3	0	0	0	0	0	1
ENSMUSG00000006649.17	0	0	0	0	0	0
ENSMUSG00000006651.8	2	0	1	1	0	0
ENSMUSG00000006673.14	868	670	1284	1678	1496	1167
ENSMUSG00000006675.10	1	3	2	1	1	2
ENSMUSG00000006676.16	6474	5956	12001	9618	8296	6390
ENSMUSG00000006699.17	817	556	926	845	785	680
ENSMUSG00000006705.12	98	69	136	88	85	67
ENSMUSG00000006711.15	13	12	24	13	14	12
ENSMUSG00000006715.11	389	236	569	331	320	265
ENSMUSG00000006717.7	254	187	291	511	435	364
ENSMUSG00000006720.16	288	190	400	465	396	357
ENSMUSG00000006724.12	2	1	4	10	4	2
ENSMUSG00000006728.12	80	33	72	96	75	62
ENSMUSG00000006731.10	0	0	0	0	0	0
ENSMUSG00000006732.14	45	21	48	65	57	52
ENSMUSG00000006736.9	95	57	118	154	128	112
ENSMUSG00000006740.13	1284	704	1548	1114	813	1054
